Contact Name,ID,ID Type,Receive Tone,Ring Style
VK5XY Colin, 5055037,Private,Off,0
VK5WR Bill, 5055029,Private,Off,0
VK4BAB Andrew, 5054160,Private,Off,0
VK6EH Wayne, 5056070,Private,Off,0
VK6EI Tim, 5056066,Private,Off,0
VK6YA Eddie, 5056086,Private,Off,0
VK6CD Cc, 5056081,Private,Off,0
VK6TWJ Ian, 5056132,Private,Off,0
VK2HRT Paul, 5052079,Private,Off,0
VK7IL Jack, 5057028,Private,Off,0
VK3TVZ John, 5053059,Private,Off,0
VK2MTM Gordon, 5052251,Private,Off,0
VK2GN Peter, 5052330,Private,Off,0
VK3ND Greg, 5053048,Private,Off,0
VK3EI Lino, 5053139,Private,Off,0
VK3ND Greg, 5053185,Private,Off,0
VK2PET Pete, 5052364,Private,Off,0
VK2KXX Colin, 5052122,Private,Off,0
VK2TL Scott, 5052390,Private,Off,0
VK6OK Craig, 5056011,Private,Off,0
VK3TKK Peter, 5053021,Private,Off,0
VK3HSV Max, 5053017,Private,Off,0
VK2HK Ian, 5052110,Private,Off,0
VK3FBUG Gary, 5053272,Private,Off,0
VK4QM David, 5054135,Private,Off,0
VK5SFA Steve, 5055014,Private,Off,0
VK5GY Gordon, 5055024,Private,Off,0
VK7ZCF C, 5057048,Private,Off,0
VK6LB Peter, 5056035,Private,Off,0
VK4UFO Edward, 5054121,Private,Off,0
VK3BMX Terry, 5053057,Private,Off,0
VK2PHA Nigel, 5052021,Private,Off,0
VK2VL Tony, 5052322,Private,Off,0
VK1MA Matt, 5051018,Private,Off,0
VK3MB Philip, 5053251,Private,Off,0
VK2LWB John, 5052008,Private,Off,0
VK3VDP Darrin, 5053227,Private,Off,0
VK3VCS Dave, 5053009,Private,Off,0
VK2HVA Valdis, 5052430,Private,Off,0
VK6OC Markus, 5056114,Private,Off,0
VK2BRF Ray, 5052331,Private,Off,0
VK6BG Stuart, 5056026,Private,Off,0
VK2FH Peter, 5052204,Private,Off,0
VK4RM Roy, 5054072,Private,Off,0
VK3XW Colin, 5053224,Private,Off,0
VK1KV David, 5051027,Private,Off,0
VK6AIF Peter, 5056022,Private,Off,0
VK2FI Nigel, 5052285,Private,Off,0
VK6LDX Lewis, 5056037,Private,Off,0
VK6ADF Phil, 5056097,Private,Off,0
VK3GRK Graeme, 5053098,Private,Off,0
VK6KB R, 5056046,Private,Off,0
VK1MH Matthew, 5051021,Private,Off,0
VK4TD George, 5054142,Private,Off,0
VK3ZWA Robert, 5053201,Private,Off,0
VK2VE Eric, 5052051,Private,Off,0
VK4GRA Graham, 5054134,Private,Off,0
VK2YFM Frederick, 5052176,Private,Off,0
VK3BRS Rob, 5053135,Private,Off,0
VK4EB Alan, 5054027,Private,Off,0
VK2HDE Dale, 5052347,Private,Off,0
VK5TT Tony, 5055056,Private,Off,0
VK3EQ Rik, 5053164,Private,Off,0
VK2DMH David, 5052182,Private,Off,0
VK5SFA Steve, 5055013,Private,Off,0
VK3KLI Craig, 5053151,Private,Off,0
VK2ARI Ari, 5052299,Private,Off,0
VK2HSL Steven, 5052407,Private,Off,0
VK1HAD Zikrun, 5051060,Private,Off,0
VK3LAI Martin, 5053243,Private,Off,0
VK3VKT Andrew, 5053296,Private,Off,0
VK4YKI Helmut, 5054056,Private,Off,0
VK3ZMX Markos, 5053266,Private,Off,0
VK5FO Bob, 5055065,Private,Off,0
VK5RR Ray, 5055064,Private,Off,0
VK2ICW Louis, 5052265,Private,Off,0
VK6USB Mark, 5056141,Private,Off,0
VK7HRS Trent, 5057029,Private,Off,0
VK7MA Martin, 5057033,Private,Off,0
VK2XE Greg, 5052057,Private,Off,0
VK3CJH Panagioti, 5053219,Private,Off,0
VK2LJ John, 5052004,Private,Off,0
VK3MET Craig, 5053199,Private,Off,0
VK2KO Glenn, 5052042,Private,Off,0
VK2NPW Peter, 5052140,Private,Off,0
VK2ZIW Alan, 5052170,Private,Off,0
VK4ARZ Roger, 5054217,Private,Off,0
VK7DG Dg, 5057054,Private,Off,0
VK3TEN Gordon, 5053041,Private,Off,0
VK3VLY Shaun, 5053231,Private,Off,0
VK6BD Robert, 5056123,Private,Off,0
VK1MH Matthew, 5051020,Private,Off,0
VK6US Anthony, 5056115,Private,Off,0
VK3PDG Mark, 5053294,Private,Off,0
VK2XDW Dennis, 5052132,Private,Off,0
VK2GV Shannon, 5052152,Private,Off,0
VK3MCO Chris, 5053260,Private,Off,0
VK3TJS Jacek, 5053130,Private,Off,0
VK3MHY Michael, 5053054,Private,Off,0
VK2LEZ Leslie, 5052415,Private,Off,0
VK1ZDJ Doug, 5051006,Private,Off,0
VK1EM Mark, 5051036,Private,Off,0
VK3SOL Peter, 5053137,Private,Off,0
VK2HRX , 5052052,Private,Off,0
VK3MIX Andrew, 5053079,Private,Off,0
VK2FAFG Richard, 5052165,Private,Off,0
VK3ALZ Michael, 5053218,Private,Off,0
VK2TUT Jack, 5052239,Private,Off,0
VK2THZ Simon, 5052068,Private,Off,0
VK3ICM Chris, 5053261,Private,Off,0
VK2AMV Lindsay, 5052245,Private,Off,0
VK3SLR Allan, 5053122,Private,Off,0
VK6ZGN Bob, 5056019,Private,Off,0
VK7YAD Greg, 5057065,Private,Off,0
VK2BO Richard, 5052259,Private,Off,0
VK4BS Howard, 5054034,Private,Off,0
VK2RE Mark, 5052037,Private,Off,0
VK2PSF Alex, 5052082,Private,Off,0
VK2DAP Nicholas, 5052427,Private,Off,0
VK7JD David, 5057003,Private,Off,0
VK3GQ Peter, 5053136,Private,Off,0
VK3CKC Kevin, 5053097,Private,Off,0
VK5ZZ Mark, 5055050,Private,Off,0
VK2VU Gary, 5052423,Private,Off,0
VK2AZ Hilary, 5052333,Private,Off,0
VK4SJF Sj, 5054239,Private,Off,0
VK4FDBR Damien, 5054243,Private,Off,0
VK2JHG James, 5052308,Private,Off,0
VK1DSH Dale, 5051022,Private,Off,0
VK2ZRN Dennis, 5052075,Private,Off,0
VK4GCQ Jw, 5054147,Private,Off,0
VK7NRF Bogdan, 5057038,Private,Off,0
VK4WH Wayne, 5054202,Private,Off,0
VK2OL Owen, 5052416,Private,Off,0
VK2FA Grahame, 5052250,Private,Off,0
VK3XBC Duncan, 5053119,Private,Off,0
VK2KEV Kevin, 5052070,Private,Off,0
VK1RZ Roald, 5051048,Private,Off,0
VK3TIM Tim, 5053208,Private,Off,0
VK2FJ John, 5052304,Private,Off,0
VK3EY Rob, 5053075,Private,Off,0
VK1MDP Murray, 5051007,Private,Off,0
VK2FS Nicholas, 5052373,Private,Off,0
VK6ZRW Ray, 5056014,Private,Off,0
VK6VHZ Steve, 5056016,Private,Off,0
VK3LSD Alan, 5053268,Private,Off,0
VK2YT Y, 5052294,Private,Off,0
VK6VL Bill, 5056090,Private,Off,0
VK3TAS Steven, 5053047,Private,Off,0
VK2UCT Mike, 5052445,Private,Off,0
VK7JG Joe, 5057010,Private,Off,0
VK2JDW Lewis, 5052291,Private,Off,0
VK3KHT Bill, 5053147,Private,Off,0
VK2DY Robert, 5052175,Private,Off,0
VK4SBP Bp, 5054188,Private,Off,0
VK1POP Dale, 5051053,Private,Off,0
VK7TW Justin, 5057081,Private,Off,0
VK5MAM Martin, 5055021,Private,Off,0
VK2GG Dan, 5052120,Private,Off,0
VK5ZZZ David, 5055054,Private,Off,0
VK2LJ John, 5052025,Private,Off,0
VK2YZS Zenon, 5052394,Private,Off,0
VK3KAY Doug, 5053062,Private,Off,0
VK1AAH Malcolm, 5051047,Private,Off,0
VK1XX Glen, 5051010,Private,Off,0
VK5FQ Stephanie, 5055036,Private,Off,0
VK4HG Iva, 5054052,Private,Off,0
VK1ZDJ Doug, 5051041,Private,Off,0
VK2BT Tim, 5052424,Private,Off,0
VK7DW Andrew, 5057018,Private,Off,0
VK2CRT Col, 5052262,Private,Off,0
VK7YBG Tony, 5057016,Private,Off,0
VK2EM Bruce, 5052109,Private,Off,0
VK6HX Craig, 5056109,Private,Off,0
VK3GL Graeme, 5053052,Private,Off,0
VK3BGS Denis, 5053245,Private,Off,0
VK7YAD Greg, 5057017,Private,Off,0
VK3BSP Radio, 5053254,Private,Off,0
VK7PAK Kerry, 5057032,Private,Off,0
VK6VLF Steve, 5056131,Private,Off,0
VK3XI Ian, 5053138,Private,Off,0
VK7HDM Danny, 5057069,Private,Off,0
VK7HW Herman, 5057044,Private,Off,0
VK2EAH Andrew, 5052411,Private,Off,0
VK2HFP Rick, 5052270,Private,Off,0
VK2XII Richard, 5052360,Private,Off,0
VK3PG Phil, 5053167,Private,Off,0
VK7XGW Wayne, 5057008,Private,Off,0
VK5ZAR Arno, 5055072,Private,Off,0
VK2DGH Don, 5052318,Private,Off,0
VK2ZKT Gary, 5052266,Private,Off,0
VK2ABS Benjamin, 5052062,Private,Off,0
VK1ZDP David, 5051037,Private,Off,0
VK2THZ Simon, 5052101,Private,Off,0
VK2ABG Peter, 5052035,Private,Off,0
VK2JXA Andrew, 5052145,Private,Off,0
VK3UBO Anthony, 5053223,Private,Off,0
VK3EME Mark, 5053056,Private,Off,0
VK2HJ Domenic, 5052247,Private,Off,0
VK6LOL Chris, 5056142,Private,Off,0
VK3AC Anthony, 5053126,Private,Off,0
VK6YJS Jay, 5056124,Private,Off,0
VK2AAA Tim, 5052163,Private,Off,0
VK3YAP Arnoldus, 5053065,Private,Off,0
VK7VKT Anthony, 5057027,Private,Off,0
VK3VRX Daniel, 5053040,Private,Off,0
VK2LK Matt, 5052002,Private,Off,0
VK2GPH Peter, 5052164,Private,Off,0
VK4ZGB Gary, 5054228,Private,Off,0
VK6QK Peter, 5056120,Private,Off,0
VK3XI Ian, 5053114,Private,Off,0
VK6LOT Paul, 5056027,Private,Off,0
VK3NY Craig, 5053044,Private,Off,0
VK3GP David, 5053073,Private,Off,0
VK3BJK Shane, 5053149,Private,Off,0
VK4VP Gordon, 5054075,Private,Off,0
VK2TEQ Greg, 5052205,Private,Off,0
VK4XZ Wg, 5054231,Private,Off,0
VK2DCC Dino, 5052185,Private,Off,0
VK4BQ Waratah, 5054065,Private,Off,0
VK2DAY Rod, 5052044,Private,Off,0
VK3MEG Steve, 5053212,Private,Off,0
VK5ZAR Arno, 5055043,Private,Off,0
VK3SMC Simon, 5053030,Private,Off,0
VK2XRL Ryan, 5052060,Private,Off,0
VK2JDS David, 5052096,Private,Off,0
VK2HR Robert, 5052138,Private,Off,0
VK2HQR Shane, 5052218,Private,Off,0
VK6VZZ John, 5056074,Private,Off,0
VK4QF Andrew, 5054002,Private,Off,0
VK5MAR Mcgettric, 5055007,Private,Off,0
VK2BOS Steven, 5052034,Private,Off,0
VK2ERG Earnest, 5052027,Private,Off,0
VK2JRL Robert, 5052216,Private,Off,0
VK3PTT Stephen, 5053279,Private,Off,0
VK3PEF Des, 5053096,Private,Off,0
VK2NTM Tristan, 5052261,Private,Off,0
VK7KPA Paul, 5057004,Private,Off,0
VK2GPH Peter, 5052178,Private,Off,0
VK2SKY Richard, 5052432,Private,Off,0
VK7WL Larry, 5057012,Private,Off,0
VK6KDX Jacques, 5056137,Private,Off,0
VK4QF Andrew, 5054001,Private,Off,0
VK7HDX Karl, 5057079,Private,Off,0
VK2ZW Kim, 5052228,Private,Off,0
VK4MQ Bruce, 5054214,Private,Off,0
VK3YS Neil, 5053290,Private,Off,0
VK3KRV Rv, 5053277,Private,Off,0
VK7MAJ Aj, 5057039,Private,Off,0
VK2NIK Nick, 5052281,Private,Off,0
VK6PA Peter, 5056088,Private,Off,0
VK4ALF Leonard, 5054223,Private,Off,0
VK2FGV Shannon, 5052233,Private,Off,0
VK2WOW Robert, 5052449,Private,Off,0
VK3XEM Simon, 5053033,Private,Off,0
VK4AHW Harvey, 5054235,Private,Off,0
VK4DA Bob, 5054138,Private,Off,0
VK4LGW Graeme, 5054107,Private,Off,0
VK7DY Ken, 5057025,Private,Off,0
VK3SMC Simon, 5053072,Private,Off,0
VK3AN Anthony, 5053045,Private,Off,0
VK2GJ Bob, 5052444,Private,Off,0
VK7RC Ross, 5057042,Private,Off,0
VK4CCH James, 5054024,Private,Off,0
VK4TD George, 5054155,Private,Off,0
VK3JFK Richard, 5053154,Private,Off,0
VK7KDV David, 5057022,Private,Off,0
VK2JBX Adrian, 5052230,Private,Off,0
VK6LSB Stuart, 5056058,Private,Off,0
VK5ZKR Rod, 5055008,Private,Off,0
VK4BQ Waratah, 5054054,Private,Off,0
VK2AEC Arthur, 5052303,Private,Off,0
VK6PAW Glynn, 5056036,Private,Off,0
VK4BAT Trevor, 5054174,Private,Off,0
VK3ZU Paul, 5053083,Private,Off,0
VK6VNZ Roidain, 5056065,Private,Off,0
VK7KT Graham, 5057041,Private,Off,0
VK2GG Dan, 5052114,Private,Off,0
VK3VWS Josh, 5053210,Private,Off,0
VK5ZC Michael, 5055047,Private,Off,0
VK2VIC Anthony, 5052098,Private,Off,0
VK3AG Terry, 5053217,Private,Off,0
VK3NAD Peter, 5053203,Private,Off,0
VK4NY Vic, 5054115,Private,Off,0
VK4HAS Joel, 5054100,Private,Off,0
VK3QA Howard, 5053237,Private,Off,0
VK7KWB Brian, 5057060,Private,Off,0
VK7VKS Michael, 5057046,Private,Off,0
VK7HRW Roger, 5057030,Private,Off,0
VK4NBL Peter, 5054068,Private,Off,0
VK3KBY Bk, 5053273,Private,Off,0
VK6VZS Dave, 5056057,Private,Off,0
VK2ASE Ray, 5052429,Private,Off,0
VK4MIC Daryl, 5054172,Private,Off,0
VK2PH Mark, 5052166,Private,Off,0
VK5NIK Nikko, 5055028,Private,Off,0
VK2ZZM Rod, 5052422,Private,Off,0
VK2DAY Rod, 5052103,Private,Off,0
VK3GDC Grant, 5053246,Private,Off,0
VK4NSP Shaun, 5054045,Private,Off,0
VK6HX Craig, 5056053,Private,Off,0
VK2HBV Leon, 5052342,Private,Off,0
VK4AKA Keith, 5054181,Private,Off,0
VK4FAMG Adam, 5054254,Private,Off,0
VK3ZEO Graeme, 5053271,Private,Off,0
VK2EVB Peter, 5052085,Private,Off,0
VK4ARP Jack, 5054255,Private,Off,0
VK1WN Wayne, 5051059,Private,Off,0
VK6MST Allan, 5056049,Private,Off,0
VK6EI Tim, 5056045,Private,Off,0
VK3TMK Md, 5053162,Private,Off,0
VK3FD Ian, 5053058,Private,Off,0
VK2XOR Maxwell, 5052173,Private,Off,0
VK6YI Ian, 5056071,Private,Off,0
VK7QF Ian, 5057031,Private,Off,0
VK6YBZ Harry, 5056133,Private,Off,0
VK7HSE Scott, 5057074,Private,Off,0
VK5JP Peter, 5055006,Private,Off,0
VK2DCR Douglas, 5052092,Private,Off,0
VK4PY Paul, 5054025,Private,Off,0
VK4VIP Brandon, 5054057,Private,Off,0
VK6PCB Carsten, 5056059,Private,Off,0
VK3XJ D, 5053198,Private,Off,0
VK2MK Jim, 5052121,Private,Off,0
VK2DMU David, 5052169,Private,Off,0
VK2DIO Robert, 5052177,Private,Off,0
VK2NR David, 5052441,Private,Off,0
VK2XPL Philip, 5052183,Private,Off,0
VK6ZMS Martin, 5056008,Private,Off,0
VK6GHZ Duncan, 5056005,Private,Off,0
VK3DHW Peter, 5053213,Private,Off,0
VK5ZEA Michael, 5055009,Private,Off,0
VK6NUT Gurmit, 5056050,Private,Off,0
VK6YJS Jay, 5056125,Private,Off,0
VK6MMB Michael, 5056094,Private,Off,0
VK6PM Peter, 5056052,Private,Off,0
VK2LCD Damien, 5052100,Private,Off,0
VK3PR Stewart, 5053085,Private,Off,0
VK3AS , 5053055,Private,Off,0
VK3KAY Douglas, 5053063,Private,Off,0
VK2AH Brian, 5052081,Private,Off,0
VK1BF Brian, 5051052,Private,Off,0
VK4LC Peter, 5054110,Private,Off,0
VK4IMH May, 5054242,Private,Off,0
VK2GPL Samuel, 5052367,Private,Off,0
VK2ILN Ian, 5052172,Private,Off,0
VK1OC Owen, 5051051,Private,Off,0
VK7VDC David, 5057080,Private,Off,0
VK4KP Christophe, 5054232,Private,Off,0
VK3XDM David, 5053174,Private,Off,0
VK2YU Simon, 5052452,Private,Off,0
VK2XLJ Doug, 5052090,Private,Off,0
VK4NFF Spencer, 5054216,Private,Off,0
VK2WEL George, 5052354,Private,Off,0
VK3AAB Salvatore, 5053287,Private,Off,0
VK4NBL Fauth, 5054053,Private,Off,0
VK5HTV Glenn, 5055046,Private,Off,0
VK4NW Warwick, 5054233,Private,Off,0
VK7HKN Kevin, 5057009,Private,Off,0
VK3WV Dennis, 5053101,Private,Off,0
VK3AZN GE, 5053109,Private,Off,0
VK7ZAC Ac, 5057040,Private,Off,0
VK3HRU Ryan, 5053168,Private,Off,0
VK4LHD Robert, 5054236,Private,Off,0
VK3HMV Andrew, 5053255,Private,Off,0
VK4KX Bernard, 5054226,Private,Off,0
VK3JMA Mark, 5053042,Private,Off,0
VK4ID Allan, 5054093,Private,Off,0
VK4GIS Peter, 5054184,Private,Off,0
VK2YT Tateno., 5052450,Private,Off,0
VK3GY Nigel, 5053302,Private,Off,0
VK4KK Kevin, 5054253,Private,Off,0
VK2DXN Paul, 5052418,Private,Off,0
VK2YF Frederick, 5052119,Private,Off,0
VK4SM Steven, 5054073,Private,Off,0
VK5NIK Nikko, 5055030,Private,Off,0
VK3AJA Andy, 5053153,Private,Off,0
VK2IVO Ivo, 5052433,Private,Off,0
VK4SWC Sw, 5054240,Private,Off,0
VK3GY Nigel, 5053289,Private,Off,0
VK3HCL Cohen, 5053258,Private,Off,0
VK3TQ Peter, 5053202,Private,Off,0
VK3AMC David, 5053207,Private,Off,0
VK3AP Theo, 5053084,Private,Off,0
VK6ANC Northern, 5056042,Private,Off,0
VK4PI Peter, 5054144,Private,Off,0
VK3ANT Ron, 5053145,Private,Off,0
VK2TRD Eric, 5054175,Private,Off,0
VK3AJO Joe, 5053100,Private,Off,0
VK3ZZX Oscar, 5053170,Private,Off,0
VK2TGO Geoffrey, 5052435,Private,Off,0
VK2RG Robert, 5052387,Private,Off,0
VK3APP Ronald, 5053230,Private,Off,0
VK6PR Ron, 5056110,Private,Off,0
VK6LS Stuart, 5056092,Private,Off,0
VK3NQS Colin, 5053091,Private,Off,0
VK3XEM Simon, 5053034,Private,Off,0
VK3CE Ross, 5053103,Private,Off,0
VK3FY Chris, 5053196,Private,Off,0
VK3LCD Alan, 5053181,Private,Off,0
VK2CPR Pj, 5052235,Private,Off,0
VK2YCJ Jamie, 5052320,Private,Off,0
VK2PSW Peter, 5052123,Private,Off,0
VK3PV Barry, 5053183,Private,Off,0
VK2HL Horst, 5052148,Private,Off,0
VK6SP Barry, 5056025,Private,Off,0
VK3WR John, 5053124,Private,Off,0
VK5QS Anthony, 5055049,Private,Off,0
VK5GP G, 5055067,Private,Off,0
VK2KON Con, 5052276,Private,Off,0
VK2JCC Colin, 5052043,Private,Off,0
VK4JWT John, 5054125,Private,Off,0
VK4MIH Jason, 5054141,Private,Off,0
VK2LJ John, 5052029,Private,Off,0
VK2PWR Adam, 5052252,Private,Off,0
VK2GP Colin, 5052118,Private,Off,0
VK3RM Randall, 5053060,Private,Off,0
VK3XO Adam, 5053032,Private,Off,0
VK3TE Peter, 5053002,Private,Off,0
VK2VE Eric, 5052107,Private,Off,0
VK2TU Rg, 5052345,Private,Off,0
VK4YRS Raymond, 5054178,Private,Off,0
VK6AL Anthony, 5056067,Private,Off,0
VK3TY Nick, 5053253,Private,Off,0
VK6FEEE Martin, 5056138,Private,Off,0
VK7HSE Scott, 5057086,Private,Off,0
VK4SDD Stuart, 5054179,Private,Off,0
VK2ZY Greg, 5052446,Private,Off,0
VK2AFC Fernando, 5052431,Private,Off,0
VK7HSE Scott, 5057057,Private,Off,0
VK2GST Glenn, 5052404,Private,Off,0
VK6XA Stephen, 5056076,Private,Off,0
VK6IA Andrew, 5056051,Private,Off,0
VK2NN Peter, 5052237,Private,Off,0
VK2ARS Steve, 5052074,Private,Off,0
VK2BFC Frank, 5052428,Private,Off,0
VK2BFC Frank, 5052440,Private,Off,0
VK2BMA Max, 5052139,Private,Off,0
VK2YM Benjamin, 5052357,Private,Off,0
VK2AWS Graham, 5052403,Private,Off,0
VK7ZJA Jason, 5057058,Private,Off,0
VK7ZCR Clayton, 5057005,Private,Off,0
VK4GO Art, 5054029,Private,Off,0
VK3CM Brent, 5053257,Private,Off,0
VK2TIM James, 5052076,Private,Off,0
VK4DU Glenn, 5054039,Private,Off,0
VK3TXB Matthew, 5053236,Private,Off,0
VK4ZTG Terry, 5054114,Private,Off,0
VK3HSV Max, 5053010,Private,Off,0
VK3MCK Don, 5053228,Private,Off,0
VK3ATI Adam, 5053092,Private,Off,0
VK5NAQ Peter, 5055040,Private,Off,0
VK2PCH Jack, 5052344,Private,Off,0
VK3WS Bob, 5053292,Private,Off,0
VK3AS Andy, 5053093,Private,Off,0
VK2KFJ Steven, 5052095,Private,Off,0
VK4FI Steven, 5054182,Private,Off,0
VK3RY Helen, 5053288,Private,Off,0
VK3TSC S, 5053239,Private,Off,0
VK4RY Richard, 5054102,Private,Off,0
VK2PNH Paul, 5052339,Private,Off,0
VK4FAQ Peter, 5054170,Private,Off,0
VK3KYY Roger, 5053238,Private,Off,0
